LAST SEEN   TYPE      REASON              OBJECT                             MESSAGE
23m         Normal    SuccessfulCreate    replicaset/target-app-6bdb79f679   Created pod: target-app-6bdb79f679-xx69p
23m         Normal    Created             pod/target-app-6bdb79f679-xx69p    Created container: target-app
23m         Normal    Started             pod/target-app-6bdb79f679-xx69p    Started container target-app
23m         Normal    Pulled              pod/target-app-6bdb79f679-xx69p    Container image "nginx:1.25" already present on machine
23m         Warning   Failed              pod/target-app-f6db4c6b6-hgb8t     Error: ImagePullBackOff
21m         Normal    SuccessfulCreate    replicaset/target-app-6bdb79f679   Created pod: target-app-6bdb79f679-qb7v5
21m         Normal    Killing             pod/target-app-6bdb79f679-l975q    Stopping container target-app
21m         Normal    Pulled              pod/target-app-6bdb79f679-qb7v5    Container image "nginx:1.25" already present on machine
21m         Normal    Created             pod/target-app-6bdb79f679-qb7v5    Created container: target-app
21m         Normal    Started             pod/target-app-6bdb79f679-qb7v5    Started container target-app
16m         Normal    Killing             pod/target-app-6bdb79f679-qb7v5    Stopping container target-app
16m         Normal    SuccessfulCreate    replicaset/target-app-6bdb79f679   Created pod: target-app-6bdb79f679-l467r
16m         Normal    Started             pod/target-app-6bdb79f679-l467r    Started container target-app
16m         Normal    Pulled              pod/target-app-6bdb79f679-l467r    Container image "nginx:1.25" already present on machine
16m         Normal    Created             pod/target-app-6bdb79f679-l467r    Created container: target-app
5m14s       Normal    BackOff             pod/target-app-f6db4c6b6-hgb8t     Back-off pulling image "nginx:this-tag-is-fake-123"
75s         Normal    SuccessfulCreate    replicaset/target-app-f6db4c6b6    Created pod: target-app-f6db4c6b6-6tkw7
34s         Warning   Failed              pod/target-app-f6db4c6b6-6tkw7     Error: ErrImagePull
34s         Warning   Failed              pod/target-app-f6db4c6b6-6tkw7     Failed to pull image "nginx:this-tag-is-fake-123": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/library/nginx:this-tag-is-fake-123": failed to resolve reference "docker.io/library/nginx:this-tag-is-fake-123": docker.io/library/nginx:this-tag-is-fake-123: not found
34s         Normal    Pulling             pod/target-app-f6db4c6b6-6tkw7     Pulling image "nginx:this-tag-is-fake-123"
23s         Normal    SuccessfulCreate    replicaset/target-app-6bdb79f679   Created pod: target-app-6bdb79f679-k62v5
23s         Normal    Killing             pod/target-app-6bdb79f679-l467r    Stopping container target-app
22s         Normal    Started             pod/target-app-6bdb79f679-k62v5    Started container target-app
22s         Normal    Created             pod/target-app-6bdb79f679-k62v5    Created container: target-app
22s         Normal    Pulled              pod/target-app-6bdb79f679-k62v5    Container image "nginx:1.25" already present on machine
8s          Normal    Killing             pod/target-app-6bdb79f679-k62v5    Stopping container target-app
8s          Warning   Failed              pod/target-app-f6db4c6b6-6tkw7     Error: ImagePullBackOff
8s          Normal    SuccessfulCreate    replicaset/target-app-6bdb79f679   Created pod: target-app-6bdb79f679-gjk5d
8s          Normal    BackOff             pod/target-app-f6db4c6b6-6tkw7     Back-off pulling image "nginx:this-tag-is-fake-123"
7s          Normal    Started             pod/target-app-6bdb79f679-gjk5d    Started container target-app
7s          Normal    Created             pod/target-app-6bdb79f679-gjk5d    Created container: target-app
7s          Normal    Pulled              pod/target-app-6bdb79f679-gjk5d    Container image "nginx:1.25" already present on machine
