LAST SEEN   TYPE      REASON                    OBJECT                             MESSAGE
4m1s        Normal    Scheduled                 pod/target-app-f6db4c6b6-xwt7j     Successfully assigned default/target-app-f6db4c6b6-xwt7j to ip-10-0-1-138.ec2.internal
4m1s        Normal    SuccessfulCreate          replicaset/target-app-f6db4c6b6    Created pod: target-app-f6db4c6b6-xwt7j
2m25s       Normal    Pulling                   pod/target-app-f6db4c6b6-xwt7j     Pulling image "nginx:this-tag-is-fake-123"
2m25s       Warning   Failed                    pod/target-app-f6db4c6b6-xwt7j     Failed to pull image "nginx:this-tag-is-fake-123": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/library/nginx:this-tag-is-fake-123": failed to resolve reference "docker.io/library/nginx:this-tag-is-fake-123": docker.io/library/nginx:this-tag-is-fake-123: not found
2m25s       Warning   Failed                    pod/target-app-f6db4c6b6-xwt7j     Error: ErrImagePull
2m10s       Warning   Failed                    pod/target-app-f6db4c6b6-xwt7j     Error: ImagePullBackOff
118s        Normal    BackOff                   pod/target-app-f6db4c6b6-xwt7j     Back-off pulling image "nginx:this-tag-is-fake-123"
36s         Normal    ScalingReplicaSet         deployment/target-app              Scaled down replica set target-app-f6db4c6b6 to 0 from 1
36s         Normal    SuccessfulDelete          replicaset/target-app-f6db4c6b6    Deleted pod: target-app-f6db4c6b6-xwt7j
26s         Normal    Killing                   pod/target-app-6bdb79f679-tzd7p    Stopping container target-app
26s         Normal    SuccessfulCreate          replicaset/target-app-6bdb79f679   Created pod: target-app-6bdb79f679-mng7z
26s         Normal    Scheduled                 pod/target-app-6bdb79f679-mng7z    Successfully assigned default/target-app-6bdb79f679-mng7z to ip-10-0-2-48.ec2.internal
25s         Normal    Started                   pod/target-app-6bdb79f679-mng7z    Started container target-app
25s         Normal    Created                   pod/target-app-6bdb79f679-mng7z    Created container: target-app
25s         Normal    Pulled                    pod/target-app-6bdb79f679-mng7z    Container image "nginx:1.25" already present on machine
10s         Normal    SuccessfulCreate          replicaset/target-app-6bdb79f679   Created pod: target-app-6bdb79f679-v776j
10s         Normal    Created                   pod/target-app-6bdb79f679-v776j    Created container: target-app
10s         Normal    Scheduled                 pod/target-app-6bdb79f679-v776j    Successfully assigned default/target-app-6bdb79f679-v776j to ip-10-0-1-138.ec2.internal
10s         Normal    Pulled                    pod/target-app-6bdb79f679-v776j    Container image "nginx:1.25" already present on machine
10s         Normal    Killing                   pod/target-app-6bdb79f679-hl74m    Stopping container target-app
10s         Normal    Started                   pod/target-app-6bdb79f679-v776j    Started container target-app
