LAST SEEN   TYPE      REASON                    OBJECT                             MESSAGE
19m         Normal    Pulled                    pod/target-app-6bdb79f679-ttgw4    Successfully pulled image "nginx:1.25" in 3.254s (3.254s including waiting)
19m         Normal    Started                   pod/target-app-6bdb79f679-ttgw4    Started container target-app
19m         Normal    Created                   pod/target-app-6bdb79f679-ttgw4    Created container: target-app
19m         Normal    Pulled                    pod/target-app-6bdb79f679-hl74m    Successfully pulled image "nginx:1.25" in 3.917s (3.917s including waiting)
19m         Normal    Started                   pod/target-app-6bdb79f679-hl74m    Started container target-app
19m         Normal    Created                   pod/target-app-6bdb79f679-hl74m    Created container: target-app
19m         Normal    Killing                   pod/target-app-6bdb79f679-ttgw4    Stopping container target-app
19m         Normal    Created                   pod/target-app-6bdb79f679-tzd7p    Created container: target-app
19m         Normal    SuccessfulCreate          replicaset/target-app-6bdb79f679   Created pod: target-app-6bdb79f679-tzd7p
19m         Normal    Scheduled                 pod/target-app-6bdb79f679-tzd7p    Successfully assigned default/target-app-6bdb79f679-tzd7p to ip-10-0-2-48.ec2.internal
19m         Normal    Pulled                    pod/target-app-6bdb79f679-tzd7p    Container image "nginx:1.25" already present on machine
19m         Normal    Started                   pod/target-app-6bdb79f679-tzd7p    Started container target-app
15m         Normal    Scheduled                 pod/target-app-f6db4c6b6-xwt7j     Successfully assigned default/target-app-f6db4c6b6-xwt7j to ip-10-0-1-138.ec2.internal
15m         Normal    ScalingReplicaSet         deployment/target-app              Scaled up replica set target-app-f6db4c6b6 to 1
15m         Normal    SuccessfulCreate          replicaset/target-app-f6db4c6b6    Created pod: target-app-f6db4c6b6-xwt7j
13m         Warning   Failed                    pod/target-app-f6db4c6b6-xwt7j     Error: ErrImagePull
13m         Warning   Failed                    pod/target-app-f6db4c6b6-xwt7j     Failed to pull image "nginx:this-tag-is-fake-123": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/library/nginx:this-tag-is-fake-123": failed to resolve reference "docker.io/library/nginx:this-tag-is-fake-123": docker.io/library/nginx:this-tag-is-fake-123: not found
13m         Normal    Pulling                   pod/target-app-f6db4c6b6-xwt7j     Pulling image "nginx:this-tag-is-fake-123"
13m         Warning   Failed                    pod/target-app-f6db4c6b6-xwt7j     Error: ImagePullBackOff
13m         Normal    BackOff                   pod/target-app-f6db4c6b6-xwt7j     Back-off pulling image "nginx:this-tag-is-fake-123"
12m         Normal    ScalingReplicaSet         deployment/target-app              Scaled down replica set target-app-f6db4c6b6 to 0 from 1
12m         Normal    SuccessfulDelete          replicaset/target-app-f6db4c6b6    Deleted pod: target-app-f6db4c6b6-xwt7j
11m         Normal    SuccessfulCreate          replicaset/target-app-6bdb79f679   Created pod: target-app-6bdb79f679-mng7z
11m         Normal    Killing                   pod/target-app-6bdb79f679-tzd7p    Stopping container target-app
11m         Normal    Scheduled                 pod/target-app-6bdb79f679-mng7z    Successfully assigned default/target-app-6bdb79f679-mng7z to ip-10-0-2-48.ec2.internal
11m         Normal    Created                   pod/target-app-6bdb79f679-mng7z    Created container: target-app
11m         Normal    Started                   pod/target-app-6bdb79f679-mng7z    Started container target-app
11m         Normal    Pulled                    pod/target-app-6bdb79f679-mng7z    Container image "nginx:1.25" already present on machine
11m         Normal    Created                   pod/target-app-6bdb79f679-v776j    Created container: target-app
11m         Normal    Started                   pod/target-app-6bdb79f679-v776j    Started container target-app
11m         Normal    Killing                   pod/target-app-6bdb79f679-hl74m    Stopping container target-app
11m         Normal    Pulled                    pod/target-app-6bdb79f679-v776j    Container image "nginx:1.25" already present on machine
11m         Normal    Scheduled                 pod/target-app-6bdb79f679-v776j    Successfully assigned default/target-app-6bdb79f679-v776j to ip-10-0-1-138.ec2.internal
11m         Normal    SuccessfulCreate          replicaset/target-app-6bdb79f679   Created pod: target-app-6bdb79f679-v776j
3s          Normal    SuccessfulCreate          replicaset/target-app-6bdb79f679   Created pod: target-app-6bdb79f679-v58zf
3s          Normal    Killing                   pod/target-app-6bdb79f679-mng7z    Stopping container target-app
3s          Normal    Created                   pod/target-app-6bdb79f679-v58zf    Created container: target-app
3s          Normal    Pulled                    pod/target-app-6bdb79f679-v58zf    Container image "nginx:1.25" already present on machine
3s          Normal    Scheduled                 pod/target-app-6bdb79f679-v58zf    Successfully assigned default/target-app-6bdb79f679-v58zf to ip-10-0-2-48.ec2.internal
2s          Normal    Started                   pod/target-app-6bdb79f679-v58zf    Started container target-app
