LAST SEEN   TYPE      REASON                    OBJECT                             MESSAGE
50m         Normal    SuccessfulCreate          replicaset/target-app-6bdb79f679   Created pod: target-app-6bdb79f679-mng7z
50m         Normal    Created                   pod/target-app-6bdb79f679-mng7z    Created container: target-app
50m         Normal    Pulled                    pod/target-app-6bdb79f679-mng7z    Container image "nginx:1.25" already present on machine
50m         Normal    Started                   pod/target-app-6bdb79f679-mng7z    Started container target-app
49m         Normal    Started                   pod/target-app-6bdb79f679-v776j    Started container target-app
49m         Normal    SuccessfulCreate          replicaset/target-app-6bdb79f679   Created pod: target-app-6bdb79f679-v776j
49m         Normal    Created                   pod/target-app-6bdb79f679-v776j    Created container: target-app
49m         Normal    Pulled                    pod/target-app-6bdb79f679-v776j    Container image "nginx:1.25" already present on machine
49m         Normal    Scheduled                 pod/target-app-6bdb79f679-v776j    Successfully assigned default/target-app-6bdb79f679-v776j to ip-10-0-1-138.ec2.internal
49m         Normal    Killing                   pod/target-app-6bdb79f679-hl74m    Stopping container target-app
38m         Normal    SuccessfulCreate          replicaset/target-app-6bdb79f679   Created pod: target-app-6bdb79f679-v58zf
38m         Normal    Killing                   pod/target-app-6bdb79f679-mng7z    Stopping container target-app
38m         Normal    Created                   pod/target-app-6bdb79f679-v58zf    Created container: target-app
38m         Normal    Pulled                    pod/target-app-6bdb79f679-v58zf    Container image "nginx:1.25" already present on machine
38m         Normal    Scheduled                 pod/target-app-6bdb79f679-v58zf    Successfully assigned default/target-app-6bdb79f679-v58zf to ip-10-0-2-48.ec2.internal
38m         Normal    Started                   pod/target-app-6bdb79f679-v58zf    Started container target-app
118s        Normal    SuccessfulCreate          replicaset/target-app-f6db4c6b6    Created pod: target-app-f6db4c6b6-z7pbl
118s        Normal    Scheduled                 pod/target-app-f6db4c6b6-z7pbl     Successfully assigned default/target-app-f6db4c6b6-z7pbl to ip-10-0-1-138.ec2.internal
118s        Normal    ScalingReplicaSet         deployment/target-app              Scaled up replica set target-app-f6db4c6b6 to 1 from 0
105s        Warning   Failed                    pod/target-app-f6db4c6b6-z7pbl     Error: ErrImagePull
105s        Warning   Failed                    pod/target-app-f6db4c6b6-z7pbl     Failed to pull image "nginx:this-tag-is-fake-123": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/library/nginx:this-tag-is-fake-123": failed to resolve reference "docker.io/library/nginx:this-tag-is-fake-123": docker.io/library/nginx:this-tag-is-fake-123: not found
105s        Normal    Pulling                   pod/target-app-f6db4c6b6-z7pbl     Pulling image "nginx:this-tag-is-fake-123"
90s         Normal    BackOff                   pod/target-app-f6db4c6b6-z7pbl     Back-off pulling image "nginx:this-tag-is-fake-123"
90s         Warning   Failed                    pod/target-app-f6db4c6b6-z7pbl     Error: ImagePullBackOff
79s         Normal    SuccessfulDelete          replicaset/target-app-f6db4c6b6    Deleted pod: target-app-f6db4c6b6-z7pbl
79s         Normal    ScalingReplicaSet         deployment/target-app              Scaled down replica set target-app-f6db4c6b6 to 0 from 1
