LAST SEEN   TYPE      REASON              OBJECT                             MESSAGE
23m         Normal    SuccessfulCreate    replicaset/target-app-6bdb79f679   Created pod: target-app-6bdb79f679-qb7v5
23m         Normal    Started             pod/target-app-6bdb79f679-qb7v5    Started container target-app
23m         Normal    Created             pod/target-app-6bdb79f679-qb7v5    Created container: target-app
23m         Normal    Pulled              pod/target-app-6bdb79f679-qb7v5    Container image "nginx:1.25" already present on machine
19m         Normal    SuccessfulCreate    replicaset/target-app-6bdb79f679   Created pod: target-app-6bdb79f679-l467r
19m         Normal    Killing             pod/target-app-6bdb79f679-qb7v5    Stopping container target-app
19m         Normal    Created             pod/target-app-6bdb79f679-l467r    Created container: target-app
19m         Normal    Pulled              pod/target-app-6bdb79f679-l467r    Container image "nginx:1.25" already present on machine
19m         Normal    Started             pod/target-app-6bdb79f679-l467r    Started container target-app
7m20s       Normal    BackOff             pod/target-app-f6db4c6b6-hgb8t     Back-off pulling image "nginx:this-tag-is-fake-123"
3m21s       Normal    SuccessfulCreate    replicaset/target-app-f6db4c6b6    Created pod: target-app-f6db4c6b6-6tkw7
2m29s       Normal    SuccessfulCreate    replicaset/target-app-6bdb79f679   Created pod: target-app-6bdb79f679-k62v5
2m29s       Normal    Killing             pod/target-app-6bdb79f679-l467r    Stopping container target-app
2m28s       Normal    Pulled              pod/target-app-6bdb79f679-k62v5    Container image "nginx:1.25" already present on machine
2m28s       Normal    Created             pod/target-app-6bdb79f679-k62v5    Created container: target-app
2m28s       Normal    Started             pod/target-app-6bdb79f679-k62v5    Started container target-app
2m14s       Normal    SuccessfulCreate    replicaset/target-app-6bdb79f679   Created pod: target-app-6bdb79f679-gjk5d
2m14s       Normal    Killing             pod/target-app-6bdb79f679-k62v5    Stopping container target-app
2m13s       Normal    Started             pod/target-app-6bdb79f679-gjk5d    Started container target-app
2m13s       Normal    Created             pod/target-app-6bdb79f679-gjk5d    Created container: target-app
2m13s       Normal    Pulled              pod/target-app-6bdb79f679-gjk5d    Container image "nginx:1.25" already present on machine
119s        Warning   Failed              pod/target-app-f6db4c6b6-6tkw7     Error: ErrImagePull
119s        Warning   Failed              pod/target-app-f6db4c6b6-6tkw7     Failed to pull image "nginx:this-tag-is-fake-123": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/library/nginx:this-tag-is-fake-123": failed to resolve reference "docker.io/library/nginx:this-tag-is-fake-123": docker.io/library/nginx:this-tag-is-fake-123: not found
119s        Normal    Pulling             pod/target-app-f6db4c6b6-6tkw7     Pulling image "nginx:this-tag-is-fake-123"
114s        Normal    Killing             pod/target-app-6bdb79f679-gjk5d    Stopping container target-app
114s        Normal    SuccessfulCreate    replicaset/target-app-6bdb79f679   Created pod: target-app-6bdb79f679-ddqqt
113s        Normal    Started             pod/target-app-6bdb79f679-ddqqt    Started container target-app
113s        Normal    Created             pod/target-app-6bdb79f679-ddqqt    Created container: target-app
113s        Normal    Pulled              pod/target-app-6bdb79f679-ddqqt    Container image "nginx:1.25" already present on machine
96s         Warning   Failed              pod/target-app-f6db4c6b6-6tkw7     Error: ImagePullBackOff
83s         Normal    BackOff             pod/target-app-f6db4c6b6-6tkw7     Back-off pulling image "nginx:this-tag-is-fake-123"
16s         Normal    Killing             pod/target-app-6bdb79f679-ddqqt    Stopping container target-app
16s         Normal    SuccessfulCreate    replicaset/target-app-6bdb79f679   Created pod: target-app-6bdb79f679-mggcn
15s         Normal    Pulled              pod/target-app-6bdb79f679-mggcn    Container image "nginx:1.25" already present on machine
15s         Normal    Created             pod/target-app-6bdb79f679-mggcn    Created container: target-app
15s         Normal    Started             pod/target-app-6bdb79f679-mggcn    Started container target-app
2s          Normal    Killing             pod/target-app-6bdb79f679-xx69p    Stopping container target-app
2s          Normal    SuccessfulCreate    replicaset/target-app-6bdb79f679   Created pod: target-app-6bdb79f679-jqt5f
1s          Normal    Pulled              pod/target-app-6bdb79f679-jqt5f    Container image "nginx:1.25" already present on machine
1s          Normal    Created             pod/target-app-6bdb79f679-jqt5f    Created container: target-app
1s          Normal    Started             pod/target-app-6bdb79f679-jqt5f    Started container target-app
